customer_id,card_type,card_number,expiry_date,billing_address_id,created_at
CUST-0980,Amex,**** **** **** 9739,09/29,ADDR-00796,2023-03-03
CUST-0007,Visa,**** **** **** 2775,08/28,ADDR-01058,2025-10-02
CUST-0406,Discover,**** **** **** 9102,09/25,ADDR-00402,2025-06-14
CUST-0082,MasterCard,**** **** **** 6871,08/30,ADDR-00028,2025-08-11
CUST-0822,Amex,**** **** **** 8309,03/29,ADDR-00837,2025-03-22
CUST-0270,MasterCard,**** **** **** 7963,02/25,ADDR-01496,2023-04-24
CUST-0942,MasterCard,**** **** **** 1876,04/28,ADDR-00515,2023-08-23
CUST-0754,Discover,**** **** **** 6605,04/27,ADDR-00709,2024-12-14
CUST-0603,Discover,**** **** **** 9721,01/27,ADDR-01135,2023-12-25
CUST-0998,MasterCard,**** **** **** 7037,05/28,ADDR-00359,2023-11-14
CUST-0131,Visa,**** **** **** 4810,09/26,ADDR-00519,2024-01-06
CUST-0817,Amex,**** **** **** 1772,01/29,ADDR-00880,2023-09-18
CUST-0313,Amex,**** **** **** 5672,11/27,ADDR-00694,2025-01-27
CUST-0150,MasterCard,**** **** **** 2256,02/25,ADDR-00397,2023-06-07
CUST-0958,Discover,**** **** **** 5677,09/28,ADDR-01498,2025-09-27
CUST-0504,Visa,**** **** **** 8385,08/30,ADDR-00816,2025-02-21
CUST-0212,MasterCard,**** **** **** 5808,11/29,ADDR-01390,2025-01-30
CUST-0171,Discover,**** **** **** 3780,01/25,ADDR-01137,2024-07-05
CUST-0389,MasterCard,**** **** **** 2192,08/26,ADDR-01463,2023-01-13
CUST-0671,Visa,**** **** **** 2102,10/30,ADDR-00793,2025-09-12
CUST-0253,Visa,**** **** **** 5176,06/29,ADDR-01302,2023-07-19
CUST-0034,Discover,**** **** **** 4760,06/29,ADDR-01117,2024-05-30
CUST-0850,MasterCard,**** **** **** 5370,10/25,ADDR-00678,2025-05-18
CUST-0236,Amex,**** **** **** 1193,01/30,ADDR-01434,2025-03-17
CUST-0650,Visa,**** **** **** 9432,02/29,ADDR-00812,2024-03-27
CUST-0486,Amex,**** **** **** 9424,02/30,ADDR-00871,2023-12-20
CUST-0177,Amex,**** **** **** 5163,05/29,ADDR-00737,2023-09-25
CUST-0269,Discover,**** **** **** 1876,09/25,ADDR-01096,2025-06-19
CUST-0371,Visa,**** **** **** 8784,10/28,ADDR-00446,2024-04-06
CUST-0722,Visa,**** **** **** 1255,11/29,ADDR-01334,2025-02-12
CUST-0933,Amex,**** **** **** 4947,11/28,ADDR-00253,2023-05-31
CUST-0550,Discover,**** **** **** 9230,09/29,ADDR-00524,2025-06-14
CUST-0552,Discover,**** **** **** 7972,10/28,ADDR-01054,2025-03-06
CUST-0159,Visa,**** **** **** 6014,06/27,ADDR-01186,2024-12-20
CUST-0137,Discover,**** **** **** 2714,05/30,ADDR-00921,2024-11-28
CUST-0141,Amex,**** **** **** 7174,04/24,ADDR-00184,2025-06-01
CUST-0747,Discover,**** **** **** 5139,03/26,ADDR-00271,2025-07-15
CUST-0209,MasterCard,**** **** **** 8365,03/28,ADDR-00483,2023-09-01
CUST-0582,Visa,**** **** **** 3473,02/29,ADDR-01351,2024-07-16
CUST-0512,Visa,**** **** **** 7420,03/28,ADDR-00431,2025-10-04
CUST-0177,Visa,**** **** **** 4474,03/25,ADDR-00249,2023-02-15
CUST-0836,Visa,**** **** **** 1244,03/25,ADDR-00360,2025-06-29
CUST-0003,Visa,**** **** **** 2032,12/28,ADDR-00791,2024-04-17
CUST-0445,Discover,**** **** **** 2877,01/24,ADDR-01041,2025-05-11
CUST-0647,Discover,**** **** **** 7328,02/24,ADDR-01122,2023-03-27
CUST-0838,Amex,**** **** **** 4102,06/27,ADDR-00191,2023-10-23
CUST-0064,MasterCard,**** **** **** 5740,06/29,ADDR-00500,2024-10-18
CUST-0967,Visa,**** **** **** 9361,01/30,ADDR-00989,2023-10-10
CUST-0432,MasterCard,**** **** **** 4194,06/26,ADDR-00837,2025-06-06
CUST-0603,Amex,**** **** **** 2600,01/24,ADDR-00407,2025-01-20
CUST-0792,Visa,**** **** **** 8488,07/25,ADDR-00008,2024-01-14
CUST-0837,Amex,**** **** **** 6397,12/28,ADDR-00777,2024-03-24
CUST-0855,Visa,**** **** **** 6429,01/29,ADDR-00095,2024-03-22
CUST-0444,Discover,**** **** **** 7915,05/24,ADDR-00152,2023-01-14
CUST-0927,Discover,**** **** **** 7077,05/30,ADDR-00178,2024-12-26
CUST-0093,MasterCard,**** **** **** 5623,01/30,ADDR-00916,2024-07-08
CUST-0332,Visa,**** **** **** 7534,10/30,ADDR-01212,2023-10-03
CUST-0791,Discover,**** **** **** 1687,09/28,ADDR-00031,2024-01-12
CUST-0792,MasterCard,**** **** **** 8043,07/28,ADDR-00415,2023-10-29
CUST-0568,MasterCard,**** **** **** 7191,09/29,ADDR-01163,2024-08-01
CUST-0637,Discover,**** **** **** 3610,07/28,ADDR-00941,2025-03-14
CUST-0016,MasterCard,**** **** **** 9846,07/28,ADDR-01138,2024-06-16
CUST-0920,Visa,**** **** **** 8741,09/29,ADDR-01353,2024-10-18
CUST-0497,Visa,**** **** **** 6965,01/26,ADDR-01212,2024-03-15
CUST-0185,Amex,**** **** **** 8430,02/28,ADDR-00931,2025-07-07
CUST-0387,Visa,**** **** **** 4878,03/24,ADDR-00179,2023-05-16
CUST-0442,Amex,**** **** **** 8447,11/28,ADDR-01183,2024-07-26
CUST-0851,MasterCard,**** **** **** 7228,01/26,ADDR-00162,2024-07-20
CUST-0876,Visa,**** **** **** 7038,03/24,ADDR-00945,2024-01-05
CUST-0344,Amex,**** **** **** 2929,08/27,ADDR-00936,2023-10-25
CUST-0724,Visa,**** **** **** 3260,08/26,ADDR-00789,2024-09-08
CUST-0190,Visa,**** **** **** 2582,09/29,ADDR-01321,2024-07-18
CUST-0149,Amex,**** **** **** 2505,10/29,ADDR-01213,2024-02-17
CUST-0963,MasterCard,**** **** **** 8139,05/25,ADDR-00334,2023-05-25
CUST-0618,Discover,**** **** **** 6476,09/28,ADDR-00153,2024-04-05
CUST-0055,Amex,**** **** **** 7003,05/25,ADDR-00216,2025-04-23
CUST-0567,Amex,**** **** **** 5811,06/27,ADDR-00093,2023-11-23
CUST-0446,MasterCard,**** **** **** 1047,10/25,ADDR-00259,2025-05-14
CUST-0891,Amex,**** **** **** 9141,01/29,ADDR-01177,2023-01-19
CUST-0961,Visa,**** **** **** 2038,11/27,ADDR-00450,2025-08-05
CUST-0722,Amex,**** **** **** 7717,05/24,ADDR-00941,2023-06-25
CUST-0217,MasterCard,**** **** **** 5562,08/25,ADDR-01031,2023-06-16
CUST-0942,Amex,**** **** **** 5587,01/24,ADDR-00183,2024-05-12
CUST-0533,MasterCard,**** **** **** 3636,12/26,ADDR-01469,2024-04-08
CUST-0247,Visa,**** **** **** 3232,07/24,ADDR-00798,2025-08-22
CUST-0957,Amex,**** **** **** 1102,08/24,ADDR-00121,2025-03-16
CUST-0360,Visa,**** **** **** 2498,02/28,ADDR-00762,2025-09-25
CUST-0002,MasterCard,**** **** **** 8599,02/30,ADDR-01346,2023-03-30
CUST-0323,MasterCard,**** **** **** 8002,02/29,ADDR-00090,2025-01-31
CUST-0372,MasterCard,**** **** **** 8218,01/30,ADDR-01167,2023-05-20
CUST-0205,Visa,**** **** **** 1537,08/24,ADDR-00882,2024-08-30
CUST-0322,Visa,**** **** **** 1075,08/26,ADDR-01435,2025-04-29
CUST-0670,Visa,**** **** **** 9260,10/30,ADDR-00640,2024-07-29
CUST-0729,Amex,**** **** **** 5801,04/30,ADDR-01323,2023-05-25
CUST-0817,Discover,**** **** **** 7769,10/28,ADDR-01174,2023-08-07
CUST-0886,Discover,**** **** **** 6646,03/28,ADDR-00527,2023-10-13
CUST-0980,Discover,**** **** **** 2893,07/30,ADDR-00181,2025-09-09
CUST-0640,MasterCard,**** **** **** 8768,04/30,ADDR-00637,2025-04-10
CUST-0552,Visa,**** **** **** 4493,12/30,ADDR-00145,2023-02-06
CUST-0265,Amex,**** **** **** 1743,03/26,ADDR-01150,2024-11-10
CUST-0626,Discover,**** **** **** 4633,11/25,ADDR-00141,2024-04-24
CUST-0914,Amex,**** **** **** 4495,12/26,ADDR-00897,2023-09-20
CUST-0537,MasterCard,**** **** **** 6527,03/27,ADDR-01086,2023-03-03
CUST-0416,Amex,**** **** **** 9940,07/24,ADDR-00880,2024-04-03
CUST-0199,MasterCard,**** **** **** 5118,05/28,ADDR-01031,2023-07-19
CUST-0561,Amex,**** **** **** 3897,06/30,ADDR-00467,2024-01-27
CUST-0944,Amex,**** **** **** 7650,03/28,ADDR-00098,2023-12-05
CUST-0343,Visa,**** **** **** 8299,08/26,ADDR-01444,2023-02-21
CUST-0403,Amex,**** **** **** 8356,10/26,ADDR-00722,2023-03-23
CUST-0373,Discover,**** **** **** 3612,04/28,ADDR-00375,2025-01-16
CUST-0845,Visa,**** **** **** 1557,09/26,ADDR-00665,2023-04-20
CUST-0044,Discover,**** **** **** 6070,12/24,ADDR-01365,2024-09-06
CUST-0105,MasterCard,**** **** **** 2633,02/24,ADDR-00948,2025-03-08
CUST-0520,Discover,**** **** **** 2552,10/29,ADDR-00040,2023-05-26
CUST-0337,Amex,**** **** **** 8293,11/27,ADDR-00111,2024-12-04
CUST-0720,MasterCard,**** **** **** 3755,11/24,ADDR-00832,2025-01-04
CUST-0636,Amex,**** **** **** 4830,06/30,ADDR-00549,2024-12-16
CUST-0964,Visa,**** **** **** 3902,01/24,ADDR-01366,2023-05-19
CUST-0187,Discover,**** **** **** 6140,10/26,ADDR-00122,2023-01-11
CUST-0162,Discover,**** **** **** 1831,02/26,ADDR-00228,2023-12-12
CUST-0220,MasterCard,**** **** **** 6685,11/29,ADDR-01406,2024-08-25
CUST-0266,Discover,**** **** **** 6567,01/27,ADDR-00579,2023-02-14
CUST-0979,Discover,**** **** **** 2636,08/29,ADDR-00392,2025-05-14
CUST-0133,Discover,**** **** **** 1811,06/29,ADDR-01209,2024-11-21
CUST-0375,Visa,**** **** **** 4778,11/30,ADDR-00135,2023-02-19
CUST-0010,Discover,**** **** **** 5716,11/28,ADDR-00443,2025-09-20
CUST-0312,Visa,**** **** **** 4330,12/28,ADDR-00243,2023-01-04
CUST-0285,Amex,**** **** **** 3065,01/25,ADDR-00878,2023-02-16
CUST-0519,Amex,**** **** **** 2055,02/28,ADDR-00615,2024-10-03
CUST-0629,Visa,**** **** **** 4627,11/26,ADDR-01261,2024-09-23
CUST-0914,MasterCard,**** **** **** 9936,06/26,ADDR-00499,2025-07-20
CUST-0383,Amex,**** **** **** 3400,01/26,ADDR-00795,2023-03-14
CUST-0035,Visa,**** **** **** 7677,08/28,ADDR-01183,2023-01-14
CUST-0660,Visa,**** **** **** 7517,10/27,ADDR-01122,2023-03-02
CUST-0076,Discover,**** **** **** 8196,08/26,ADDR-00091,2025-03-07
CUST-0713,MasterCard,**** **** **** 8847,09/26,ADDR-01423,2024-11-27
CUST-0129,MasterCard,**** **** **** 4175,10/30,ADDR-00592,2023-11-11
CUST-0595,Amex,**** **** **** 4686,01/24,ADDR-00805,2024-05-17
CUST-0470,Discover,**** **** **** 3575,06/26,ADDR-00017,2023-08-12
CUST-0165,Amex,**** **** **** 1181,02/27,ADDR-00436,2025-10-06
CUST-0389,Amex,**** **** **** 5179,03/27,ADDR-00377,2023-10-20
CUST-0109,Discover,**** **** **** 9802,05/25,ADDR-01193,2023-03-04
CUST-0643,MasterCard,**** **** **** 3448,04/30,ADDR-00454,2023-11-12
CUST-0339,Visa,**** **** **** 2142,01/29,ADDR-00066,2024-08-08
CUST-0041,Discover,**** **** **** 1760,06/25,ADDR-00012,2024-10-14
CUST-0783,Discover,**** **** **** 9362,05/25,ADDR-00029,2023-06-05
CUST-0908,Visa,**** **** **** 2448,07/27,ADDR-00910,2023-08-14
CUST-0814,MasterCard,**** **** **** 1106,05/29,ADDR-00686,2025-09-07
CUST-0999,Discover,**** **** **** 6473,10/28,ADDR-01113,2024-04-06
CUST-0332,MasterCard,**** **** **** 2437,03/28,ADDR-01216,2025-02-28
CUST-0434,Amex,**** **** **** 3744,07/24,ADDR-00473,2025-09-03
CUST-0864,MasterCard,**** **** **** 7866,11/30,ADDR-00367,2025-03-27
CUST-0009,MasterCard,**** **** **** 8496,06/26,ADDR-01067,2023-07-11
CUST-0080,Amex,**** **** **** 8568,08/24,ADDR-01424,2024-09-02
CUST-0130,Visa,**** **** **** 8289,02/24,ADDR-00706,2025-05-12
CUST-0166,MasterCard,**** **** **** 1100,03/25,ADDR-00884,2024-12-18
CUST-0981,MasterCard,**** **** **** 2621,11/30,ADDR-01246,2025-01-12
CUST-0677,MasterCard,**** **** **** 2106,06/28,ADDR-00255,2024-06-18
CUST-0587,Discover,**** **** **** 1070,11/26,ADDR-01159,2023-04-07
CUST-0445,Visa,**** **** **** 2836,09/27,ADDR-00434,2024-07-02
CUST-0381,Amex,**** **** **** 2336,12/28,ADDR-00641,2024-08-05
CUST-0768,Discover,**** **** **** 8707,03/29,ADDR-01415,2023-04-07
CUST-0391,Visa,**** **** **** 1824,06/25,ADDR-00981,2024-07-01
CUST-0784,MasterCard,**** **** **** 2100,09/27,ADDR-01247,2025-08-23
CUST-0159,Discover,**** **** **** 3824,09/26,ADDR-00680,2025-09-11
CUST-0904,Amex,**** **** **** 1875,11/24,ADDR-01053,2023-05-22
CUST-0173,Discover,**** **** **** 3662,01/24,ADDR-00364,2024-07-18
CUST-0219,Amex,**** **** **** 9792,03/29,ADDR-00469,2023-05-19
CUST-0679,MasterCard,**** **** **** 1969,05/24,ADDR-00569,2023-10-13
CUST-0499,Amex,**** **** **** 4463,12/25,ADDR-01075,2025-02-04
CUST-0113,Visa,**** **** **** 7905,06/28,ADDR-01234,2024-12-28
CUST-0201,Visa,**** **** **** 3073,12/29,ADDR-00027,2023-05-11
CUST-0037,MasterCard,**** **** **** 1830,05/29,ADDR-01426,2023-06-02
CUST-0225,MasterCard,**** **** **** 3139,12/27,ADDR-01020,2024-01-03
CUST-0871,MasterCard,**** **** **** 2691,04/26,ADDR-01471,2023-07-18
CUST-0043,MasterCard,**** **** **** 9246,02/27,ADDR-00688,2025-06-26
CUST-0049,Discover,**** **** **** 5152,07/25,ADDR-00006,2024-11-29
CUST-0845,Visa,**** **** **** 6643,12/30,ADDR-01219,2023-08-25
CUST-0958,Discover,**** **** **** 8486,08/26,ADDR-00815,2025-07-13
CUST-0599,Visa,**** **** **** 9802,04/25,ADDR-00146,2024-12-01
CUST-0024,MasterCard,**** **** **** 2468,07/29,ADDR-01405,2025-09-28
CUST-0761,Visa,**** **** **** 8695,05/27,ADDR-01246,2023-02-11
CUST-0882,MasterCard,**** **** **** 9698,04/24,ADDR-00060,2023-09-27
CUST-0254,Amex,**** **** **** 2095,10/27,ADDR-00803,2023-06-16
CUST-0155,Visa,**** **** **** 4326,02/27,ADDR-00998,2023-01-15
CUST-0514,Visa,**** **** **** 7011,07/28,ADDR-00755,2025-09-19
CUST-0862,Discover,**** **** **** 7443,08/30,ADDR-00084,2024-01-28
CUST-0240,Discover,**** **** **** 3506,02/28,ADDR-01049,2025-04-03
CUST-0404,Amex,**** **** **** 6925,01/26,ADDR-01191,2023-10-21
CUST-0798,Amex,**** **** **** 5923,11/24,ADDR-00904,2025-09-15
CUST-0442,Discover,**** **** **** 4216,11/26,ADDR-01239,2025-02-27
CUST-0194,MasterCard,**** **** **** 7829,06/24,ADDR-00620,2024-10-24
CUST-0620,Discover,**** **** **** 3740,08/25,ADDR-00266,2025-05-16
CUST-0173,Discover,**** **** **** 3206,07/30,ADDR-00241,2023-04-01
CUST-0303,MasterCard,**** **** **** 5189,04/30,ADDR-00842,2024-11-12
CUST-0141,Amex,**** **** **** 6252,05/29,ADDR-00310,2023-04-14
CUST-0696,Visa,**** **** **** 9745,12/27,ADDR-01217,2025-08-31
CUST-0704,Visa,**** **** **** 7677,03/29,ADDR-00492,2025-01-11
CUST-0319,Visa,**** **** **** 7230,05/25,ADDR-00412,2024-07-27
CUST-0347,MasterCard,**** **** **** 3195,12/26,ADDR-00944,2025-09-24
CUST-0981,MasterCard,**** **** **** 6990,11/24,ADDR-00747,2024-06-28
CUST-0242,MasterCard,**** **** **** 5022,05/25,ADDR-00072,2025-04-08
CUST-0707,MasterCard,**** **** **** 2270,02/29,ADDR-00750,2025-05-18
CUST-0685,Discover,**** **** **** 7646,01/26,ADDR-01473,2023-10-01
CUST-0379,Discover,**** **** **** 7396,12/28,ADDR-01383,2023-10-03
CUST-0512,Amex,**** **** **** 8430,07/28,ADDR-01459,2025-07-05
CUST-0738,Amex,**** **** **** 6496,04/26,ADDR-00492,2024-03-23
CUST-0380,Discover,**** **** **** 5437,07/27,ADDR-01492,2024-08-31
CUST-0796,Discover,**** **** **** 2041,07/25,ADDR-00575,2023-05-10
CUST-0081,MasterCard,**** **** **** 6623,05/26,ADDR-00046,2024-07-02
CUST-0715,Visa,**** **** **** 6440,10/26,ADDR-01041,2023-03-31
CUST-0835,Amex,**** **** **** 4037,07/28,ADDR-00293,2023-11-27
CUST-0806,Amex,**** **** **** 7247,07/26,ADDR-00915,2023-07-06
CUST-0116,MasterCard,**** **** **** 1221,08/30,ADDR-00566,2023-05-20
CUST-0246,Amex,**** **** **** 2944,05/25,ADDR-00789,2023-05-06
CUST-0956,Amex,**** **** **** 1862,11/26,ADDR-01333,2024-07-11
CUST-0598,MasterCard,**** **** **** 5060,03/27,ADDR-00239,2023-11-05
CUST-0796,Amex,**** **** **** 6061,04/29,ADDR-00115,2024-04-08
CUST-0581,Discover,**** **** **** 4604,11/30,ADDR-00938,2023-08-20
CUST-0107,Visa,**** **** **** 1491,09/29,ADDR-01406,2025-01-18
CUST-0125,Discover,**** **** **** 9697,06/25,ADDR-00291,2025-08-12
CUST-0124,Visa,**** **** **** 7035,12/28,ADDR-00915,2023-04-05
CUST-0939,Amex,**** **** **** 6215,03/25,ADDR-00743,2025-04-15
CUST-0993,Amex,**** **** **** 3887,07/28,ADDR-00944,2023-09-23
CUST-0274,Discover,**** **** **** 1796,02/27,ADDR-00398,2024-10-20
CUST-0989,MasterCard,**** **** **** 1414,12/28,ADDR-00842,2025-03-26
CUST-0350,MasterCard,**** **** **** 4646,08/27,ADDR-00928,2023-05-16
CUST-0592,Discover,**** **** **** 7558,11/26,ADDR-00833,2023-07-12
CUST-0200,Discover,**** **** **** 1055,02/26,ADDR-00127,2024-10-23
CUST-0848,Visa,**** **** **** 6850,03/30,ADDR-00900,2025-08-12
CUST-0550,Visa,**** **** **** 1402,06/26,ADDR-01330,2024-06-15
CUST-0675,Visa,**** **** **** 1595,01/25,ADDR-00991,2025-05-26
CUST-0699,MasterCard,**** **** **** 3097,02/26,ADDR-00382,2023-11-24
CUST-0475,MasterCard,**** **** **** 2964,07/24,ADDR-01238,2023-11-05
CUST-0233,Visa,**** **** **** 4565,07/28,ADDR-01286,2024-12-11
CUST-0089,Discover,**** **** **** 3694,01/25,ADDR-00250,2023-07-22
CUST-0388,Amex,**** **** **** 6751,12/25,ADDR-01062,2025-03-05
CUST-0401,MasterCard,**** **** **** 1438,10/29,ADDR-00382,2024-08-12
CUST-0744,Discover,**** **** **** 5032,06/25,ADDR-01473,2024-01-18
CUST-0990,Amex,**** **** **** 4493,04/25,ADDR-00347,2023-06-04
CUST-0656,Discover,**** **** **** 4716,12/28,ADDR-00390,2025-07-04
CUST-0535,MasterCard,**** **** **** 1023,05/26,ADDR-00971,2024-12-08
CUST-0711,MasterCard,**** **** **** 6800,04/25,ADDR-00465,2024-03-09
CUST-0438,Visa,**** **** **** 9311,06/24,ADDR-00962,2024-02-11
CUST-0094,Visa,**** **** **** 8522,01/28,ADDR-00384,2024-02-03
CUST-0622,Discover,**** **** **** 2979,09/30,ADDR-00325,2025-04-29
CUST-0875,MasterCard,**** **** **** 7244,01/24,ADDR-00029,2024-05-18
CUST-0128,MasterCard,**** **** **** 7495,02/26,ADDR-01321,2025-05-15
CUST-0976,MasterCard,**** **** **** 3996,12/24,ADDR-01010,2024-11-13
CUST-0813,Discover,**** **** **** 5294,09/30,ADDR-00529,2025-03-09
CUST-0413,Discover,**** **** **** 4281,06/27,ADDR-00538,2023-05-15
CUST-0149,MasterCard,**** **** **** 4550,12/25,ADDR-00291,2025-09-02
CUST-0166,Visa,**** **** **** 2738,10/26,ADDR-00520,2023-06-07
CUST-0355,MasterCard,**** **** **** 4016,03/29,ADDR-00725,2024-02-19
CUST-0059,Discover,**** **** **** 3998,10/26,ADDR-00433,2024-01-16
CUST-0672,Visa,**** **** **** 7383,04/30,ADDR-01302,2025-03-20
CUST-0740,Discover,**** **** **** 5008,02/30,ADDR-01327,2023-04-28
CUST-0545,Visa,**** **** **** 5449,07/29,ADDR-01008,2023-10-10
CUST-0108,MasterCard,**** **** **** 1103,08/29,ADDR-00646,2023-08-23
CUST-0878,Amex,**** **** **** 2999,11/28,ADDR-00664,2023-06-02
CUST-0014,Visa,**** **** **** 4600,07/25,ADDR-00822,2024-11-07
CUST-0059,Amex,**** **** **** 7542,04/28,ADDR-01475,2024-04-29
CUST-0673,Amex,**** **** **** 7326,02/26,ADDR-01497,2023-10-11
CUST-0810,Discover,**** **** **** 1737,06/26,ADDR-00515,2024-08-05
CUST-0075,MasterCard,**** **** **** 2102,06/24,ADDR-00877,2025-09-27
CUST-0738,Amex,**** **** **** 2179,02/28,ADDR-01379,2023-12-17
CUST-0338,Discover,**** **** **** 5450,01/28,ADDR-01374,2023-04-04
CUST-0591,Discover,**** **** **** 4465,10/26,ADDR-00924,2024-07-14
CUST-0509,Amex,**** **** **** 4028,01/27,ADDR-00002,2025-04-10
CUST-0141,Visa,**** **** **** 5155,03/27,ADDR-00325,2024-11-13
CUST-0016,Visa,**** **** **** 9128,02/25,ADDR-01493,2024-11-08
CUST-0092,MasterCard,**** **** **** 6037,02/25,ADDR-01171,2023-09-07
CUST-0770,Discover,**** **** **** 7611,08/28,ADDR-01161,2024-10-24
CUST-0465,Discover,**** **** **** 1595,10/28,ADDR-00972,2023-08-09
CUST-0076,MasterCard,**** **** **** 7985,08/27,ADDR-00474,2023-03-23
CUST-0818,MasterCard,**** **** **** 3160,08/29,ADDR-00798,2024-11-22
CUST-0783,Visa,**** **** **** 8542,06/29,ADDR-01182,2025-09-13
CUST-0544,Discover,**** **** **** 9924,07/26,ADDR-00486,2025-05-10
CUST-0653,MasterCard,**** **** **** 6058,04/24,ADDR-01235,2023-04-04
CUST-0646,Discover,**** **** **** 6387,05/25,ADDR-00064,2025-09-03
CUST-0525,Amex,**** **** **** 3976,04/24,ADDR-00297,2023-02-16
CUST-0163,Visa,**** **** **** 2134,06/30,ADDR-00049,2025-03-04
CUST-0358,Discover,**** **** **** 7195,05/26,ADDR-01154,2024-10-17
CUST-0468,Amex,**** **** **** 8863,01/29,ADDR-00103,2023-01-02
CUST-0144,Discover,**** **** **** 8606,07/26,ADDR-00634,2024-07-11
CUST-0682,Discover,**** **** **** 9133,07/26,ADDR-01173,2024-04-03
CUST-0608,Discover,**** **** **** 6071,02/27,ADDR-00413,2024-01-30
CUST-0912,Amex,**** **** **** 7989,12/24,ADDR-00527,2025-05-28
CUST-0339,Visa,**** **** **** 1377,07/25,ADDR-00723,2023-11-19
CUST-0716,MasterCard,**** **** **** 8704,04/24,ADDR-01206,2025-01-26
CUST-0396,Amex,**** **** **** 7989,10/25,ADDR-00952,2024-03-27
CUST-0081,Visa,**** **** **** 6867,03/28,ADDR-01426,2024-01-25
CUST-0229,Amex,**** **** **** 4373,01/29,ADDR-00760,2024-08-30
CUST-0478,Visa,**** **** **** 3936,06/26,ADDR-00226,2023-06-15
CUST-0542,MasterCard,**** **** **** 8580,07/29,ADDR-00423,2024-03-12
CUST-0307,MasterCard,**** **** **** 2283,06/28,ADDR-00594,2025-07-27
CUST-0538,Amex,**** **** **** 7446,06/26,ADDR-00848,2024-11-04
CUST-0446,MasterCard,**** **** **** 5891,06/30,ADDR-00537,2025-06-14
CUST-0923,Amex,**** **** **** 4627,05/29,ADDR-00528,2025-03-15
CUST-0075,Amex,**** **** **** 2987,07/28,ADDR-01236,2024-08-26
CUST-0251,MasterCard,**** **** **** 5234,05/28,ADDR-00924,2023-10-19
CUST-0232,Amex,**** **** **** 7716,05/24,ADDR-01077,2025-02-16
CUST-0693,MasterCard,**** **** **** 3393,04/24,ADDR-01216,2023-12-03
CUST-0513,Discover,**** **** **** 3102,10/29,ADDR-00977,2025-01-10
CUST-0958,MasterCard,**** **** **** 9735,11/30,ADDR-01070,2024-08-19
CUST-0879,Amex,**** **** **** 2634,04/25,ADDR-00213,2025-09-17
CUST-0009,Discover,**** **** **** 3114,01/29,ADDR-00355,2023-04-28
CUST-0882,Discover,**** **** **** 1710,08/26,ADDR-00618,2025-07-09
CUST-0873,Amex,**** **** **** 4157,05/29,ADDR-01454,2025-03-14
CUST-0423,Amex,**** **** **** 6516,08/30,ADDR-01200,2023-05-16
CUST-0880,MasterCard,**** **** **** 1610,04/24,ADDR-00088,2023-11-06
CUST-0285,Discover,**** **** **** 5987,07/24,ADDR-00304,2025-01-10
CUST-0626,MasterCard,**** **** **** 1894,01/25,ADDR-00729,2023-04-20
CUST-0140,Visa,**** **** **** 4342,12/30,ADDR-00946,2023-12-08
CUST-0880,Discover,**** **** **** 6836,09/29,ADDR-01219,2024-02-06
CUST-0195,Amex,**** **** **** 6527,11/29,ADDR-00966,2025-09-13
CUST-0003,Discover,**** **** **** 2292,10/28,ADDR-00448,2025-08-25
CUST-0071,Amex,**** **** **** 6906,09/26,ADDR-00388,2023-09-23
CUST-0713,Amex,**** **** **** 7497,07/25,ADDR-00174,2023-03-16
CUST-0229,Amex,**** **** **** 1787,04/26,ADDR-00376,2023-07-15
CUST-0849,Discover,**** **** **** 3581,11/29,ADDR-00278,2023-02-04
CUST-0879,MasterCard,**** **** **** 4193,05/27,ADDR-00600,2023-07-07
CUST-0272,Discover,**** **** **** 4406,11/24,ADDR-00039,2023-11-05
CUST-0238,Discover,**** **** **** 7810,09/29,ADDR-01420,2024-11-21
CUST-0821,Discover,**** **** **** 9851,01/24,ADDR-01131,2025-03-21
CUST-0924,Amex,**** **** **** 3307,10/30,ADDR-00575,2024-01-26
CUST-0772,Visa,**** **** **** 3506,11/24,ADDR-01325,2024-11-09
CUST-0996,Discover,**** **** **** 8178,05/24,ADDR-00954,2023-09-27
CUST-0193,Visa,**** **** **** 5949,04/30,ADDR-00653,2023-03-01
CUST-0159,MasterCard,**** **** **** 9791,06/24,ADDR-00335,2023-06-15
CUST-0835,Amex,**** **** **** 7916,07/26,ADDR-00372,2024-04-04
CUST-0770,Amex,**** **** **** 3612,04/25,ADDR-00274,2024-06-16
CUST-0157,MasterCard,**** **** **** 1152,03/24,ADDR-00276,2023-12-05
CUST-0411,Visa,**** **** **** 4531,04/24,ADDR-00471,2023-01-23
CUST-0225,MasterCard,**** **** **** 5155,07/27,ADDR-00904,2023-03-11
CUST-0752,Visa,**** **** **** 8008,08/26,ADDR-00022,2024-03-24
CUST-0877,Discover,**** **** **** 3326,08/28,ADDR-01250,2023-12-22
CUST-0769,Amex,**** **** **** 5081,12/24,ADDR-00356,2023-10-12
CUST-0658,Amex,**** **** **** 4450,01/24,ADDR-00355,2025-07-21
CUST-0237,Amex,**** **** **** 8989,03/25,ADDR-00060,2023-08-10
CUST-0278,MasterCard,**** **** **** 1764,03/28,ADDR-00607,2024-04-14
CUST-0070,Visa,**** **** **** 2488,08/29,ADDR-00334,2025-09-07
CUST-0168,MasterCard,**** **** **** 5795,01/26,ADDR-00120,2024-03-25
CUST-0834,Discover,**** **** **** 5242,11/28,ADDR-00948,2025-01-17
